website;
https://www.polsatnews.pl/rss/wszystkie.xml
https://rss.nytimes.com/services/xml/rss/nyt/World.xml
http://rss.cnn.com/rss/edition_world.rss
http://rss.cnn.com/rss/edition_technology.rss
https://www.globalissues.org/news/feed
